soil_temp,soil_phs,Plant_Type
33.1,7.8,Drought-Resistant Plants
34.0,4.6,unknown
33.3,5.6,unknown
33.1,7.9,Drought-Resistant Plants
33.3,8.6,Drought-Resistant Plants
33.1,8.3,Drought-Resistant Plants
35.0,7.1,unknown
25.0,7.7,Herbs and Aromatic Plants
33.3,8.1,Drought-Resistant Plants
33.1,5.4,unknown
34.0,5.9,unknown
33.3,5.0,unknown
33.1,8.2,Drought-Resistant Plants
33.3,8.4,Drought-Resistant Plants
33.1,5.5,unknown
35.0,8.4,Drought-Resistant Plants
25.0,7.4,Warm-Season Fruits and Vegetables
33.3,5.2,unknown
33.1,5.0,unknown
34.0,7.7,Drought-Resistant Plants
33.3,7.1,unknown
33.1,8.3,Drought-Resistant Plants
34.0,8.2,Drought-Resistant Plants
33.3,7.1,unknown
33.1,4.8,unknown
35.0,6.4,unknown
25.0,5.0,unknown
33.3,8.2,Drought-Resistant Plants
33.1,8.8,Drought-Resistant Plants
33.3,7.7,Drought-Resistant Plants
33.1,7.3,unknown
34.0,5.7,unknown
33.3,5.7,unknown
33.1,5.3,unknown
35.0,6.0,unknown
25.0,4.8,unknown
33.3,5.2,unknown
33.1,8.3,Drought-Resistant Plants
33.3,8.1,Drought-Resistant Plants
33.1,5.5,unknown
33.3,6.4,unknown
33.1,5.4,unknown
35.0,5.4,unknown
25.0,5.1,unknown
34.0,5.4,unknown
33.3,8.5,Drought-Resistant Plants
33.1,5.0,unknown
34.0,5.2,unknown
34.0,7.5,Drought-Resistant Plants
33.3,8.7,Drought-Resistant Plants
33.1,7.0,unknown
33.3,7.1,unknown
33.1,8.3,Drought-Resistant Plants
33.3,7.6,Drought-Resistant Plants
33.1,7.4,unknown
33.3,5.0,unknown
33.1,5.2,unknown
34.0,6.2,unknown
33.3,8.0,Drought-Resistant Plants
33.1,5.3,unknown
33.3,5.4,unknown
33.1,8.9,Drought-Resistant Plants
35.0,7.4,unknown
25.0,5.1,unknown
33.3,7.3,unknown
33.1,6.1,unknown
34.0,6.7,unknown
33.3,7.5,Drought-Resistant Plants
33.1,5.2,unknown
33.3,6.2,unknown
33.1,6.0,unknown
33.3,6.2,unknown
33.1,4.6,unknown
33.3,6.5,unknown
33.1,7.2,unknown
33.3,4.6,unknown
33.1,6.9,unknown
35.0,8.4,Drought-Resistant Plants
25.0,8.2,Drought-Resistant Plants
34.0,5.4,unknown
33.3,6.6,unknown
33.1,7.4,unknown
33.3,5.2,unknown
33.1,8.7,Drought-Resistant Plants
33.3,8.6,Drought-Resistant Plants
33.1,6.5,unknown
33.3,8.9,Drought-Resistant Plants
33.1,6.6,unknown
34.0,7.5,Drought-Resistant Plants
33.3,5.8,unknown
33.1,9.0,Drought-Resistant Plants
33.3,6.8,unknown
33.1,6.4,unknown
35.0,8.7,Drought-Resistant Plants
25.0,8.4,Drought-Resistant Plants
34.0,5.3,unknown
33.3,7.2,unknown
33.1,6.2,unknown
33.3,7.1,unknown
33.1,7.8,Drought-Resistant Plants
33.3,6.3,unknown
33.1,7.0,unknown
33.3,7.0,unknown
33.1,5.2,unknown
34.0,6.3,unknown
33.3,7.8,Drought-Resistant Plants
33.1,7.0,unknown
33.3,6.9,unknown
33.1,5.0,unknown
35.0,4.9,unknown
25.0,5.2,unknown
33.3,4.9,unknown
33.1,6.8,unknown
34.0,7.5,Drought-Resistant Plants
33.3,7.4,unknown
33.1,5.3,unknown
33.3,7.2,unknown
33.1,8.9,Drought-Resistant Plants
33.3,6.4,unknown
33.1,8.1,Drought-Resistant Plants
33.3,5.9,unknown
33.1,8.5,Drought-Resistant Plants
34.0,7.2,unknown
33.3,8.6,Drought-Resistant Plants
33.1,8.4,Drought-Resistant Plants
35.0,8.1,Drought-Resistant Plants
25.0,8.4,Drought-Resistant Plants
33.3,6.2,unknown
33.1,7.0,unknown
33.3,5.1,unknown
33.1,8.3,Drought-Resistant Plants
33.3,7.5,Drought-Resistant Plants
33.1,8.0,Drought-Resistant Plants
33.3,5.2,unknown
33.1,7.8,Drought-Resistant Plants
33.3,5.9,unknown
33.1,8.5,Drought-Resistant Plants
33.3,8.1,Drought-Resistant Plants
33.1,7.9,Drought-Resistant Plants
33.1,7.9,Drought-Resistant Plants
33.3,8.1,Drought-Resistant Plants
35.0,7.2,unknown
25.0,8.8,Drought-Resistant Plants
33.1,8.0,Drought-Resistant Plants
33.3,8.2,Drought-Resistant Plants
33.3,7.6,Drought-Resistant Plants
33.1,4.6,unknown
33.1,5.2,unknown
33.3,7.3,unknown
33.1,8.9,Drought-Resistant Plants
33.3,8.4,Drought-Resistant Plants
33.1,8.9,Drought-Resistant Plants
33.3,6.5,unknown
33.1,8.9,Drought-Resistant Plants
33.3,8.0,Drought-Resistant Plants
35.0,8.4,Drought-Resistant Plants
25.0,6.9,Warm-Season Fruits and Vegetables
33.1,5.9,unknown
33.3,6.4,unknown
33.1,6.3,unknown
33.3,7.9,Drought-Resistant Plants
33.3,5.5,unknown
33.1,6.4,unknown
33.3,8.8,Drought-Resistant Plants
33.1,8.4,Drought-Resistant Plants
33.3,8.5,Drought-Resistant Plants
33.1,5.5,unknown
35.0,7.2,unknown
25.0,5.2,unknown
33.3,8.0,Drought-Resistant Plants
33.1,4.7,unknown
33.3,6.6,unknown
33.1,8.6,Drought-Resistant Plants
33.3,7.1,unknown
33.1,7.1,unknown
33.3,4.5,unknown
33.1,6.0,unknown
33.3,8.9,Drought-Resistant Plants
33.1,6.3,unknown
33.3,5.3,unknown
33.1,5.7,unknown
33.3,5.0,unknown
33.1,8.3,Drought-Resistant Plants
35.0,5.2,unknown
25.0,7.0,Warm-Season Fruits and Vegetables
33.3,7.3,unknown
33.1,7.1,unknown
33.1,6.2,unknown
33.3,7.6,Drought-Resistant Plants
33.3,7.5,Drought-Resistant Plants
33.1,7.7,Drought-Resistant Plants
35.0,8.3,Drought-Resistant Plants
25.0,4.6,unknown
33.3,6.3,unknown
33.1,7.9,Drought-Resistant Plants
34.0,7.9,Drought-Resistant Plants
33.3,7.9,Drought-Resistant Plants
33.1,6.2,unknown
33.3,7.1,unknown
33.1,8.8,Drought-Resistant Plants
33.3,6.1,unknown
33.1,7.5,Drought-Resistant Plants
34.0,5.9,unknown
33.3,6.1,unknown
33.1,7.1,unknown
33.3,8.1,Drought-Resistant Plants
33.1,6.9,unknown
33.3,6.8,unknown
33.2,6.3,unknown
35.0,7.3,unknown
25.0,7.2,Warm-Season Fruits and Vegetables
34.0,4.9,unknown
33.3,5.1,unknown
33.1,7.8,Drought-Resistant Plants
33.3,7.3,unknown
33.1,6.3,unknown
33.3,8.6,Drought-Resistant Plants
33.1,8.1,Drought-Resistant Plants
34.0,5.2,unknown
33.3,4.7,unknown
33.1,6.8,unknown
33.3,6.7,unknown
33.1,5.2,unknown
35.0,7.1,unknown
25.0,8.7,Drought-Resistant Plants
33.3,4.9,unknown
33.1,8.5,Drought-Resistant Plants
34.0,4.8,unknown
33.3,5.8,unknown
33.1,7.9,Drought-Resistant Plants
33.3,8.0,Drought-Resistant Plants
33.1,5.3,unknown
33.1,8.1,Drought-Resistant Plants
33.3,7.5,Drought-Resistant Plants
33.1,8.8,Drought-Resistant Plants
33.3,5.9,unknown
33.3,7.1,unknown
33.1,8.7,Drought-Resistant Plants
35.0,7.0,unknown
25.0,8.0,Herbs and Aromatic Plants
33.3,8.9,Drought-Resistant Plants
33.1,8.9,Drought-Resistant Plants
34.0,6.7,unknown
33.3,8.9,Drought-Resistant Plants
33.1,6.8,unknown
33.3,6.8,unknown
33.1,7.3,unknown
33.3,6.3,unknown
33.1,8.1,Drought-Resistant Plants
34.0,5.7,unknown
33.3,4.7,unknown
33.1,7.5,Drought-Resistant Plants
33.3,7.2,unknown
33.1,4.9,unknown
33.3,8.6,Drought-Resistant Plants
33.1,7.1,unknown
34.0,5.1,unknown
35.0,6.0,unknown
25.0,6.8,Warm-Season Fruits and Vegetables
33.1,7.4,unknown
33.3,8.6,Drought-Resistant Plants
33.3,6.5,unknown
33.1,6.2,unknown
34.0,6.1,unknown
33.3,8.8,Drought-Resistant Plants
33.1,7.4,unknown
33.1,9.0,Drought-Resistant Plants
33.3,5.1,unknown
33.3,6.2,unknown
33.1,4.7,unknown
33.3,8.1,Drought-Resistant Plants
33.1,7.6,Drought-Resistant Plants
35.0,8.9,Drought-Resistant Plants
25.0,8.4,Drought-Resistant Plants
33.1,4.6,unknown
33.3,8.7,Drought-Resistant Plants
33.3,8.5,Drought-Resistant Plants
33.1,5.6,unknown
33.3,6.9,unknown
33.1,4.6,unknown
33.3,8.6,Drought-Resistant Plants
33.1,7.5,Drought-Resistant Plants
33.3,6.0,unknown
33.1,7.3,unknown
35.0,8.5,Drought-Resistant Plants
25.0,6.5,Warm-Season Fruits and Vegetables
33.3,5.0,unknown
33.1,7.9,Drought-Resistant Plants
33.3,5.3,unknown
33.1,5.2,unknown
33.3,4.9,unknown
33.1,7.7,Drought-Resistant Plants
33.3,6.7,unknown
33.1,7.1,unknown
33.3,5.6,unknown
33.1,6.1,unknown
33.3,6.4,unknown
33.1,7.6,Drought-Resistant Plants
35.0,8.6,Drought-Resistant Plants
25.0,5.9,Medicinal Plants
33.3,8.3,Drought-Resistant Plants
33.1,7.9,Drought-Resistant Plants
33.3,4.6,unknown
33.1,7.1,unknown
33.3,6.9,unknown
33.1,6.5,unknown
33.3,5.7,unknown
33.1,6.4,unknown
33.3,6.3,unknown
33.1,4.6,unknown
33.3,5.1,unknown
33.1,6.3,unknown
33.3,4.5,unknown
33.1,4.9,unknown
35.0,8.2,Drought-Resistant Plants
25.0,8.9,Drought-Resistant Plants
33.3,7.9,Drought-Resistant Plants
33.1,6.1,unknown
33.3,6.8,unknown
33.1,8.0,Drought-Resistant Plants
33.3,7.5,Drought-Resistant Plants
33.1,8.4,Drought-Resistant Plants
33.3,7.7,Drought-Resistant Plants
33.1,6.4,unknown
33.3,6.3,unknown
33.1,8.5,Drought-Resistant Plants
35.0,8.8,Drought-Resistant Plants
25.0,6.3,Tropical and Wetland Plants
33.3,6.9,unknown
33.1,6.5,unknown
33.3,6.4,unknown
33.1,6.5,unknown
33.3,8.9,Drought-Resistant Plants
33.1,8.1,Drought-Resistant Plants
33.3,4.7,unknown
33.1,8.7,Drought-Resistant Plants
33.3,8.7,Drought-Resistant Plants
33.1,7.2,unknown
33.3,8.7,Drought-Resistant Plants
33.1,5.9,unknown
35.0,7.9,Drought-Resistant Plants
25.0,6.1,Tropical and Wetland Plants
33.3,5.0,unknown
33.1,6.9,unknown
33.3,4.5,unknown
33.1,5.0,unknown
20.0,5.1,unknown
26.0,8.6,Drought-Resistant Plants
33.1,6.2,unknown
33.3,8.9,Drought-Resistant Plants
33.1,8.6,Drought-Resistant Plants
33.3,6.4,unknown
33.1,8.6,Drought-Resistant Plants
33.3,7.1,unknown
33.3,5.7,unknown
33.1,5.4,unknown
35.0,7.3,unknown
25.0,6.0,Tropical and Wetland Plants
33.3,5.8,unknown
33.1,8.0,Drought-Resistant Plants
33.3,4.8,unknown
33.1,8.1,Drought-Resistant Plants
33.3,6.9,unknown
33.1,5.2,unknown
33.3,8.0,Drought-Resistant Plants
33.1,4.5,unknown
33.3,6.5,unknown
33.1,5.1,unknown
33.3,5.0,unknown
33.1,5.3,unknown
35.0,5.9,unknown
25.0,5.9,Medicinal Plants
33.1,7.4,unknown
33.3,7.5,Drought-Resistant Plants
33.1,6.3,unknown
33.3,7.8,Drought-Resistant Plants
33.1,5.1,unknown
33.3,7.6,Drought-Resistant Plants
33.1,8.0,Drought-Resistant Plants
33.3,7.1,unknown
33.1,8.9,Drought-Resistant Plants
33.3,7.4,unknown
33.1,5.6,unknown
33.3,5.7,unknown
35.0,8.9,Drought-Resistant Plants
25.0,5.2,unknown
33.1,5.2,unknown
33.3,4.9,unknown
33.1,8.6,Drought-Resistant Plants
33.3,6.2,unknown
33.1,7.3,unknown
33.3,6.6,unknown
33.1,8.2,Drought-Resistant Plants
33.3,6.1,unknown
33.1,6.7,unknown
33.3,6.6,unknown
35.0,5.2,unknown
25.0,5.6,Medicinal Plants
33.1,8.2,Drought-Resistant Plants
33.3,7.4,unknown
33.1,7.5,Drought-Resistant Plants
33.3,7.2,unknown
33.1,8.0,Drought-Resistant Plants
33.3,4.6,unknown
33.3,6.6,unknown
33.1,8.6,Drought-Resistant Plants
33.1,5.8,unknown
33.3,5.7,unknown
33.1,8.4,Drought-Resistant Plants
33.3,7.8,Drought-Resistant Plants
35.0,8.6,Drought-Resistant Plants
25.0,7.1,Warm-Season Fruits and Vegetables
33.1,8.2,Drought-Resistant Plants
33.3,5.4,unknown
33.1,6.8,unknown
33.3,5.2,unknown
35.0,8.5,Drought-Resistant Plants
25.0,5.0,unknown
33.1,4.9,unknown
33.3,8.3,Drought-Resistant Plants
33.1,8.1,Drought-Resistant Plants
33.3,6.7,unknown
33.1,8.2,Drought-Resistant Plants
33.3,7.9,Drought-Resistant Plants
33.1,4.6,unknown
33.3,8.4,Drought-Resistant Plants
33.1,5.6,unknown
33.3,6.5,unknown
33.1,5.4,unknown
33.3,8.7,Drought-Resistant Plants
35.0,5.1,unknown
25.0,5.5,Medicinal Plants
33.1,6.7,unknown
33.3,7.6,Drought-Resistant Plants
33.1,8.0,Drought-Resistant Plants
33.3,8.4,Drought-Resistant Plants
33.1,6.3,unknown
33.3,8.5,Drought-Resistant Plants
33.1,6.6,unknown
33.3,6.8,unknown
33.1,4.7,unknown
33.3,7.6,Drought-Resistant Plants
35.0,4.8,unknown
25.0,5.1,unknown
33.1,6.0,unknown
33.3,7.7,Drought-Resistant Plants
33.1,5.4,unknown
33.3,7.8,Drought-Resistant Plants
33.1,6.7,unknown
33.3,7.1,unknown
33.1,5.4,unknown
33.3,8.9,Drought-Resistant Plants
33.1,6.4,unknown
33.3,6.3,unknown
33.1,8.9,Drought-Resistant Plants
33.3,7.4,unknown
33.1,4.8,unknown
33.3,9.0,Drought-Resistant Plants
35.0,8.4,Drought-Resistant Plants
25.0,8.7,Drought-Resistant Plants
33.1,5.9,unknown
33.3,8.2,Drought-Resistant Plants
33.1,7.1,unknown
33.3,6.6,unknown
33.3,8.3,Drought-Resistant Plants
33.1,6.9,unknown
33.1,7.8,Drought-Resistant Plants
33.3,6.0,unknown
33.1,5.8,unknown
33.3,8.0,Drought-Resistant Plants
35.0,5.5,unknown
25.0,5.5,Medicinal Plants
33.1,8.7,Drought-Resistant Plants
33.3,4.7,unknown
33.1,4.7,unknown
33.3,8.8,Drought-Resistant Plants
33.1,6.0,unknown
33.3,8.6,Drought-Resistant Plants
33.1,5.2,unknown
33.3,5.9,unknown
33.1,4.9,unknown
33.3,6.8,unknown
33.1,8.3,Drought-Resistant Plants
33.3,5.8,unknown
25.0,4.6,unknown
35.0,8.1,Drought-Resistant Plants
33.3,5.2,unknown
33.1,8.8,Drought-Resistant Plants
34.0,7.0,unknown
34.0,8.2,Drought-Resistant Plants
39.0,5.0,unknown
35.0,5.9,unknown
25.0,8.1,Drought-Resistant Plants
35.0,5.4,unknown
25.0,6.5,Warm-Season Fruits and Vegetables
35.0,6.0,unknown
25.0,5.8,Medicinal Plants
35.0,6.2,unknown
25.0,4.8,unknown
35.0,4.9,unknown
25.0,7.4,Warm-Season Fruits and Vegetables
35.0,7.1,unknown
25.0,7.3,Warm-Season Fruits and Vegetables
35.0,7.2,unknown
25.0,8.4,Drought-Resistant Plants
35.0,8.7,Drought-Resistant Plants
25.0,7.3,Warm-Season Fruits and Vegetables
35.0,8.3,Drought-Resistant Plants
25.0,8.2,Drought-Resistant Plants
35.0,7.7,Drought-Resistant Plants
25.0,6.5,Warm-Season Fruits and Vegetables
33.3,8.7,Drought-Resistant Plants
33.1,4.7,unknown
35.0,8.5,Drought-Resistant Plants
25.0,5.6,Medicinal Plants
35.0,6.3,unknown
25.0,8.6,Drought-Resistant Plants
35.0,8.8,Drought-Resistant Plants
25.0,5.8,Medicinal Plants
35.0,6.8,unknown
25.0,5.1,unknown
33.3,8.6,Drought-Resistant Plants
33.1,6.1,unknown
35.0,7.3,unknown
25.0,5.4,unknown
29.0,5.8,unknown
29.0,7.2,Herbs and Aromatic Plants
33.3,4.8,unknown
33.1,4.6,unknown
29.0,7.5,Herbs and Aromatic Plants
29.0,5.3,unknown
29.0,8.3,Drought-Resistant Plants
29.0,5.7,unknown
29.0,5.1,unknown
29.0,6.6,Tropical and Wetland Plants
29.0,6.4,Tropical and Wetland Plants
29.0,5.7,unknown
29.0,6.5,Tropical and Wetland Plants
29.0,8.2,Drought-Resistant Plants
29.0,5.2,unknown
29.0,5.8,unknown
29.0,7.3,Herbs and Aromatic Plants
29.0,6.2,Tropical and Wetland Plants
29.0,8.7,Drought-Resistant Plants
29.0,7.7,Herbs and Aromatic Plants
29.0,7.9,Herbs and Aromatic Plants
29.0,7.3,Herbs and Aromatic Plants
29.0,5.2,unknown
29.0,6.2,Tropical and Wetland Plants
29.0,4.6,unknown
29.0,8.3,Drought-Resistant Plants
29.0,5.5,unknown
29.0,7.9,Herbs and Aromatic Plants
29.0,7.5,Herbs and Aromatic Plants
29.0,5.9,unknown
29.0,4.6,unknown
29.0,8.4,Drought-Resistant Plants
29.0,5.9,unknown
26.0,5.9,Medicinal Plants
30.0,5.0,unknown
20.0,6.4,Leafy Greens and Root Vegetables
29.0,8.7,Drought-Resistant Plants
26.0,5.4,unknown
29.0,8.8,Drought-Resistant Plants
30.0,6.9,Tropical and Wetland Plants
20.0,5.4,unknown
26.0,8.5,Drought-Resistant Plants
30.0,5.8,unknown
20.0,6.8,Warm-Season Fruits and Vegetables
30.0,8.9,Drought-Resistant Plants
20.0,6.1,Leafy Greens and Root Vegetables
26.0,8.4,Drought-Resistant Plants
29.0,5.3,unknown
26.0,6.7,Tropical and Wetland Plants
29.0,8.5,Drought-Resistant Plants
30.0,5.0,unknown
20.0,6.6,Warm-Season Fruits and Vegetables
26.0,5.3,unknown
29.0,5.2,unknown
26.0,5.3,unknown
29.0,6.0,Tropical and Wetland Plants
30.0,5.6,unknown
20.0,8.0,Herbs and Aromatic Plants
30.0,7.2,Herbs and Aromatic Plants
20.0,5.1,unknown
26.0,8.0,Herbs and Aromatic Plants
29.0,8.0,Herbs and Aromatic Plants
29.0,7.4,Herbs and Aromatic Plants
30.0,6.6,Tropical and Wetland Plants
20.0,8.3,unknown
26.0,6.9,Tropical and Wetland Plants
30.0,6.4,Tropical and Wetland Plants
20.0,6.4,Leafy Greens and Root Vegetables
26.0,7.6,Herbs and Aromatic Plants
29.0,5.0,unknown
27.0,6.3,Tropical and Wetland Plants
27.0,5.3,unknown
26.0,8.6,Drought-Resistant Plants
29.0,4.7,unknown
26.0,8.2,Drought-Resistant Plants
29.0,4.7,unknown
29.0,8.0,Herbs and Aromatic Plants
26.0,8.4,Drought-Resistant Plants
26.0,8.7,Drought-Resistant Plants
29.0,6.2,Tropical and Wetland Plants
26.0,6.0,Tropical and Wetland Plants
29.0,6.5,Tropical and Wetland Plants
29.0,5.1,unknown
26.0,5.2,unknown
26.0,8.8,Drought-Resistant Plants
29.0,4.6,unknown
29.0,8.1,Drought-Resistant Plants
26.0,6.1,Tropical and Wetland Plants
26.0,7.9,Herbs and Aromatic Plants
29.0,5.8,unknown
26.0,4.6,unknown
29.0,5.6,unknown
30.0,6.1,Tropical and Wetland Plants
20.0,4.9,unknown
30.0,5.1,unknown
20.0,8.5,unknown
30.0,8.5,Drought-Resistant Plants
20.0,6.8,Warm-Season Fruits and Vegetables
30.0,4.7,unknown
20.0,4.6,unknown
30.0,5.5,unknown
20.0,7.0,Warm-Season Fruits and Vegetables
30.0,8.3,Drought-Resistant Plants
20.0,8.6,unknown
30.0,5.2,unknown
20.0,5.6,Leafy Greens and Root Vegetables
30.0,7.5,Herbs and Aromatic Plants
20.0,5.5,Leafy Greens and Root Vegetables
30.0,7.8,Herbs and Aromatic Plants
20.0,7.2,Warm-Season Fruits and Vegetables
30.0,8.1,Drought-Resistant Plants
20.0,5.9,Leafy Greens and Root Vegetables
30.0,7.8,Herbs and Aromatic Plants
20.0,6.5,Leafy Greens and Root Vegetables
26.0,7.2,Herbs and Aromatic Plants
26.0,4.9,unknown
26.0,7.3,Herbs and Aromatic Plants
26.0,6.4,Tropical and Wetland Plants
26.0,6.5,Tropical and Wetland Plants
26.0,7.9,Herbs and Aromatic Plants
26.0,6.9,Tropical and Wetland Plants
26.0,5.2,unknown
26.0,4.6,unknown
26.0,8.4,Drought-Resistant Plants
30.0,6.6,Tropical and Wetland Plants
20.0,6.9,Warm-Season Fruits and Vegetables
30.0,5.2,unknown
20.0,6.9,Warm-Season Fruits and Vegetables
30.0,5.3,unknown
20.0,5.3,unknown
30.0,8.2,Drought-Resistant Plants
20.0,8.5,unknown
30.0,5.6,unknown
20.0,8.3,unknown
30.0,8.1,Drought-Resistant Plants
20.0,8.3,unknown
30.0,8.4,Drought-Resistant Plants
20.0,7.0,Warm-Season Fruits and Vegetables
30.0,6.6,Tropical and Wetland Plants
20.0,6.2,Leafy Greens and Root Vegetables
30.0,8.1,Drought-Resistant Plants
20.0,5.4,unknown
30.0,6.0,Tropical and Wetland Plants
20.0,6.6,Warm-Season Fruits and Vegetables
30.0,6.2,Tropical and Wetland Plants
20.0,6.6,Warm-Season Fruits and Vegetables
31.0,7.6,Drought-Resistant Plants
31.0,6.3,unknown
31.0,8.5,Drought-Resistant Plants
30.0,8.9,Drought-Resistant Plants
20.0,8.8,unknown
31.0,8.4,Drought-Resistant Plants
31.0,5.0,unknown
31.0,5.8,unknown
31.0,8.0,Drought-Resistant Plants
31.0,6.9,unknown
31.0,6.9,unknown
31.0,7.3,unknown
30.0,8.5,Drought-Resistant Plants
30.0,8.1,Drought-Resistant Plants
30.0,7.5,Herbs and Aromatic Plants
30.0,8.1,Drought-Resistant Plants
30.0,4.6,unknown
30.0,5.0,unknown
30.0,7.4,Herbs and Aromatic Plants
30.0,5.5,unknown
30.0,6.6,Tropical and Wetland Plants
30.0,7.8,Herbs and Aromatic Plants
30.0,7.9,Herbs and Aromatic Plants
34.0,4.6,unknown
30.0,8.0,Herbs and Aromatic Plants
30.0,7.2,Herbs and Aromatic Plants
30.0,8.5,Drought-Resistant Plants
30.0,5.3,unknown
30.0,5.5,unknown
30.0,8.4,Drought-Resistant Plants
31.0,6.2,unknown
30.0,8.2,Drought-Resistant Plants
30.0,6.8,Tropical and Wetland Plants
30.0,7.2,Herbs and Aromatic Plants
20.0,5.2,unknown
20.0,6.5,Leafy Greens and Root Vegetables
20.0,5.6,Leafy Greens and Root Vegetables
20.0,6.4,Leafy Greens and Root Vegetables
20.0,8.7,unknown
20.0,6.1,Leafy Greens and Root Vegetables
20.0,8.5,unknown
20.0,8.7,unknown
20.0,6.8,Warm-Season Fruits and Vegetables
20.0,6.2,Leafy Greens and Root Vegetables
20.0,7.8,Herbs and Aromatic Plants
23.5,5.8,Medicinal Plants
17.8,6.2,Leafy Greens and Root Vegetables
13.0,7.1,unknown
28.0,8.5,Drought-Resistant Plants
22.3,7.1,Warm-Season Fruits and Vegetables
12.0,4.8,Berries and Evergreens
10.9,8.4,unknown
14.5,6.3,Leafy Greens and Root Vegetables
24.0,6.8,Warm-Season Fruits and Vegetables
23.3,5.6,Medicinal Plants
23.6,5.8,Medicinal Plants
15.1,7.2,Stone Fruits
9.9,9.0,unknown
28.9,8.7,Drought-Resistant Plants
14.6,7.2,unknown
23.5,5.3,unknown
21.9,8.9,unknown
16.3,6.2,Leafy Greens and Root Vegetables
27.1,6.7,Tropical and Wetland Plants
11.5,5.8,Leafy Greens and Root Vegetables
23.3,8.9,unknown
14.0,6.3,Leafy Greens and Root Vegetables
11.8,7.2,unknown
30.0,6.9,Tropical and Wetland Plants
14.2,7.4,unknown
19.0,6.5,Leafy Greens and Root Vegetables
16.0,5.8,Leafy Greens and Root Vegetables
9.4,8.6,unknown
12.9,4.8,Berries and Evergreens
13.0,6.9,Cool-Season Grains
12.1,5.6,Leafy Greens and Root Vegetables
16.6,4.8,unknown
9.1,6.3,Cool-Season Grains
20.1,6.8,Warm-Season Fruits and Vegetables
10.8,5.2,Berries and Evergreens
26.3,5.9,Medicinal Plants
11.4,7.0,Cool-Season Grains
29.6,7.1,Herbs and Aromatic Plants
11.3,8.1,unknown
18.7,4.6,unknown
25.5,7.2,Herbs and Aromatic Plants
20.2,8.5,unknown
25.8,8.9,Drought-Resistant Plants
12.8,8.5,unknown
10.5,8.8,unknown
29.2,7.3,Herbs and Aromatic Plants
14.4,4.6,Berries and Evergreens
28.1,6.9,Tropical and Wetland Plants
12.9,6.0,Leafy Greens and Root Vegetables
35.0,5.7,unknown
44.0,6.6,unknown
34.0,6.5,unknown
44.0,8.0,unknown
35.0,8.6,Drought-Resistant Plants
44.0,8.5,unknown
36.0,6.0,unknown
42.0,6.7,unknown
35.0,4.6,unknown
44.0,6.9,unknown
36.0,4.8,unknown
44.0,5.5,unknown
13.2,5.7,Leafy Greens and Root Vegetables
35.0,5.6,unknown
42.0,7.6,unknown
44.0,7.3,unknown
34.0,7.6,Drought-Resistant Plants
44.0,6.7,unknown
36.0,6.5,unknown
42.0,8.6,unknown
34.0,6.7,unknown
42.0,8.8,unknown
35.0,8.7,Drought-Resistant Plants
44.0,5.7,unknown
35.0,5.8,unknown
44.0,7.5,unknown
35.0,7.0,unknown
44.0,8.7,unknown
42.0,5.4,unknown
36.0,7.7,unknown
42.0,6.4,unknown
35.0,6.0,unknown
44.0,6.1,unknown
34.0,5.4,unknown
45.0,7.9,unknown
35.0,5.4,unknown
44.0,7.6,unknown
36.0,8.4,unknown
42.0,8.3,unknown
35.0,8.6,Drought-Resistant Plants
42.0,8.9,unknown
36.0,7.0,unknown
44.0,6.6,unknown
35.0,6.3,unknown
42.0,5.1,unknown
42.0,4.7,unknown
34.0,5.8,unknown
44.0,8.5,unknown
36.0,7.0,unknown
44.0,5.4,unknown
28.2,8.8,Drought-Resistant Plants
35.0,7.3,unknown
44.0,4.6,unknown
35.0,8.9,Drought-Resistant Plants
44.0,6.1,unknown
35.0,4.9,unknown
42.0,6.8,unknown
36.0,8.8,unknown
44.0,5.7,unknown
36.0,6.2,unknown
44.0,5.8,unknown
44.0,5.9,unknown
34.0,4.6,unknown
45.0,7.5,unknown
35.0,8.6,Drought-Resistant Plants
44.0,8.6,unknown
35.0,8.3,Drought-Resistant Plants
44.0,5.7,unknown
35.0,6.4,unknown
44.0,6.5,unknown
36.0,6.7,unknown
44.0,7.1,unknown
34.0,4.5,unknown
42.0,5.2,unknown
42.0,6.9,unknown
36.0,7.1,unknown
42.0,8.7,unknown
34.0,6.6,unknown
44.0,8.0,unknown
35.0,8.5,Drought-Resistant Plants
42.0,6.7,unknown
36.0,4.6,unknown
42.0,4.8,unknown
36.0,4.6,unknown
44.0,7.1,unknown
35.0,6.4,unknown
44.0,7.7,unknown
36.0,7.5,unknown
44.0,5.9,unknown
42.0,4.8,unknown
36.0,8.7,unknown
44.0,6.0,unknown
36.0,5.7,unknown
42.0,4.6,unknown
17.9,5.9,Leafy Greens and Root Vegetables
35.0,7.2,unknown
42.0,4.6,unknown
29.9,8.7,Drought-Resistant Plants
35.0,7.6,Drought-Resistant Plants
44.0,7.6,unknown
36.0,7.5,unknown
44.0,8.8,unknown
27.6,4.7,unknown
36.0,6.6,unknown
44.0,8.7,unknown
35.0,5.4,unknown
46.0,7.9,unknown
35.0,4.6,unknown
46.0,7.4,unknown
34.0,7.2,unknown
34.0,4.9,unknown
44.0,7.9,unknown
36.0,5.9,unknown
42.0,6.6,unknown
36.0,5.1,unknown
44.0,5.6,unknown
35.0,5.7,unknown
46.0,4.9,unknown
34.0,6.6,unknown
44.0,5.5,unknown
35.0,7.7,Drought-Resistant Plants
46.0,8.8,unknown
