soil_temp,soil_phs,Plant_Type
24.6,7.2,Warm-Season Fruits and Vegetables
24.0,7.6,Herbs and Aromatic Plants
23.4,6.5,Warm-Season Fruits and Vegetables
25.7,6.0,Tropical and Wetland Plants
25.1,5.5,Medicinal Plants
26.6,8.9,Drought-Resistant Plants
26.0,7.0,Herbs and Aromatic Plants
34.1,8.3,Drought-Resistant Plants
33.8,8.9,Drought-Resistant Plants
33.3,8.6,Drought-Resistant Plants
27.6,6.1,Tropical and Wetland Plants
27.0,8.1,Drought-Resistant Plants
27.1,6.0,Tropical and Wetland Plants
26.8,6.1,Tropical and Wetland Plants
31.4,8.3,Drought-Resistant Plants
31.1,8.6,Drought-Resistant Plants
27.9,7.2,Herbs and Aromatic Plants
27.6,8.1,Drought-Resistant Plants
29.9,7.0,Herbs and Aromatic Plants
27.2,8.9,Drought-Resistant Plants
29.5,8.3,Drought-Resistant Plants
33.2,8.7,Drought-Resistant Plants
31.6,7.9,Drought-Resistant Plants
30.0,8.1,Drought-Resistant Plants
29.6,8.2,Drought-Resistant Plants
29.8,7.7,Herbs and Aromatic Plants
32.0,8.4,Drought-Resistant Plants
29.6,8.4,Drought-Resistant Plants
29.4,6.8,Tropical and Wetland Plants
30.9,8.7,Drought-Resistant Plants
29.2,8.5,Drought-Resistant Plants
33.4,8.7,Drought-Resistant Plants
28.4,6.6,Tropical and Wetland Plants
28.7,8.8,Drought-Resistant Plants
29.3,7.3,Herbs and Aromatic Plants
27.7,6.8,Tropical and Wetland Plants
29.5,7.4,Herbs and Aromatic Plants
29.3,7.2,Herbs and Aromatic Plants
27.6,7.2,Herbs and Aromatic Plants
25.8,8.4,Drought-Resistant Plants
25.3,6.2,Tropical and Wetland Plants
30.9,7.7,Drought-Resistant Plants
29.4,8.3,Drought-Resistant Plants
29.8,6.2,Tropical and Wetland Plants
31.9,8.9,Drought-Resistant Plants
29.4,8.0,Herbs and Aromatic Plants
29.8,6.5,Tropical and Wetland Plants
29.3,6.7,Tropical and Wetland Plants
33.8,7.7,Drought-Resistant Plants
29.3,7.5,Herbs and Aromatic Plants
28.7,6.4,Tropical and Wetland Plants
26.7,7.5,Herbs and Aromatic Plants
26.9,7.5,Herbs and Aromatic Plants
30.5,7.9,Drought-Resistant Plants
29.3,7.6,Herbs and Aromatic Plants
30.0,7.5,Herbs and Aromatic Plants
27.7,5.6,Medicinal Plants
28.2,6.1,Tropical and Wetland Plants
29.7,6.7,Tropical and Wetland Plants
30.2,8.8,Drought-Resistant Plants
28.9,8.8,Drought-Resistant Plants
29.8,8.4,Drought-Resistant Plants
30.0,6.0,Tropical and Wetland Plants
29.3,7.7,Herbs and Aromatic Plants
27.6,6.7,Tropical and Wetland Plants
28.0,5.7,Medicinal Plants
27.4,8.4,Drought-Resistant Plants
27.2,8.1,Drought-Resistant Plants
27.8,8.3,Drought-Resistant Plants
29.9,6.6,Tropical and Wetland Plants
29.7,8.7,Drought-Resistant Plants
29.6,8.7,Drought-Resistant Plants
29.9,8.9,Drought-Resistant Plants
30.6,8.6,Drought-Resistant Plants
28.6,7.3,Herbs and Aromatic Plants
26.5,8.9,Drought-Resistant Plants
26.9,5.6,Medicinal Plants
26.2,6.9,Tropical and Wetland Plants
26.8,5.9,Medicinal Plants
29.2,6.5,Tropical and Wetland Plants
28.7,7.6,Herbs and Aromatic Plants
24.1,6.4,Legumes and Nitrogen-Fixers
23.6,7.0,Warm-Season Fruits and Vegetables
26.1,8.5,Drought-Resistant Plants
28.5,6.9,Tropical and Wetland Plants
27.6,5.6,Medicinal Plants
28.3,7.8,Herbs and Aromatic Plants
28.2,6.7,Tropical and Wetland Plants
28.7,7.1,Herbs and Aromatic Plants
28.2,8.3,Drought-Resistant Plants
28.7,7.2,Herbs and Aromatic Plants
27.8,7.3,Herbs and Aromatic Plants
28.4,7.2,Herbs and Aromatic Plants
29.3,6.6,Tropical and Wetland Plants
29.8,8.5,Drought-Resistant Plants
29.7,8.8,Drought-Resistant Plants
30.8,8.5,Drought-Resistant Plants
28.7,7.7,Herbs and Aromatic Plants
26.7,5.9,Medicinal Plants
27.3,7.9,Herbs and Aromatic Plants
25.7,5.7,Medicinal Plants
26.3,8.6,Drought-Resistant Plants
26.5,7.8,Herbs and Aromatic Plants
25.6,8.2,Drought-Resistant Plants
26.3,8.1,Drought-Resistant Plants
23.2,6.8,Warm-Season Fruits and Vegetables
25.8,7.0,Herbs and Aromatic Plants
26.3,7.0,Herbs and Aromatic Plants
25.7,8.1,Drought-Resistant Plants
26.2,9.0,Drought-Resistant Plants
24.3,7.3,Warm-Season Fruits and Vegetables
26.8,7.9,Herbs and Aromatic Plants
27.3,7.2,Herbs and Aromatic Plants
26.1,6.9,Tropical and Wetland Plants
26.4,8.3,Drought-Resistant Plants
25.9,6.7,Tropical and Wetland Plants
32.9,7.6,Drought-Resistant Plants
32.5,8.0,Drought-Resistant Plants
27.8,7.2,Herbs and Aromatic Plants
29.8,7.7,Herbs and Aromatic Plants
30.0,6.6,Tropical and Wetland Plants
28.5,6.3,Tropical and Wetland Plants
28.9,8.7,Drought-Resistant Plants
29.8,6.2,Tropical and Wetland Plants
31.4,8.6,Drought-Resistant Plants
28.2,7.3,Herbs and Aromatic Plants
29.8,7.0,Herbs and Aromatic Plants
32.0,8.3,Drought-Resistant Plants
31.8,8.4,Drought-Resistant Plants
32.1,8.5,Drought-Resistant Plants
31.8,8.1,Drought-Resistant Plants
31.6,7.9,Drought-Resistant Plants
31.9,8.3,Drought-Resistant Plants
29.9,7.1,Herbs and Aromatic Plants
32.9,8.1,Drought-Resistant Plants
28.6,7.0,Herbs and Aromatic Plants
28.2,8.7,Drought-Resistant Plants
30.4,7.7,Drought-Resistant Plants
30.9,8.8,Drought-Resistant Plants
33.8,7.8,Drought-Resistant Plants
29.0,7.6,Herbs and Aromatic Plants
28.7,8.8,Drought-Resistant Plants
33.8,7.8,Drought-Resistant Plants
35.0,8.6,Drought-Resistant Plants
34.9,8.2,Drought-Resistant Plants
34.0,7.5,Drought-Resistant Plants
32.8,7.5,Drought-Resistant Plants
30.8,7.9,Drought-Resistant Plants
33.1,8.4,Drought-Resistant Plants
33.4,7.6,Drought-Resistant Plants
34.4,7.5,Drought-Resistant Plants
30.9,9.0,Drought-Resistant Plants
31.4,8.4,Drought-Resistant Plants
29.0,6.7,Tropical and Wetland Plants
29.4,6.2,Tropical and Wetland Plants
34.4,8.3,Drought-Resistant Plants
34.0,8.8,Drought-Resistant Plants
33.8,7.8,Drought-Resistant Plants
25.9,5.9,Medicinal Plants
32.3,7.5,Drought-Resistant Plants
33.5,8.4,Drought-Resistant Plants
33.4,8.9,Drought-Resistant Plants
33.1,7.5,Drought-Resistant Plants
34.4,8.0,Drought-Resistant Plants
28.3,8.0,Herbs and Aromatic Plants
28.9,6.1,Tropical and Wetland Plants
26.1,8.5,Drought-Resistant Plants
26.7,8.9,Drought-Resistant Plants
25.7,8.1,Drought-Resistant Plants
30.2,7.7,Drought-Resistant Plants
34.2,9.0,Drought-Resistant Plants
33.1,7.5,Drought-Resistant Plants
26.1,8.1,Drought-Resistant Plants
26.5,7.4,Herbs and Aromatic Plants
28.7,8.1,Drought-Resistant Plants
30.3,7.7,Drought-Resistant Plants
33.3,8.8,Drought-Resistant Plants
33.5,7.7,Drought-Resistant Plants
35.0,8.5,Drought-Resistant Plants
29.6,7.0,Herbs and Aromatic Plants
32.8,7.7,Drought-Resistant Plants
32.1,8.9,Drought-Resistant Plants
32.4,8.1,Drought-Resistant Plants
23.8,7.8,Herbs and Aromatic Plants
24.2,6.6,Warm-Season Fruits and Vegetables
33.3,8.9,Drought-Resistant Plants
34.8,8.7,Drought-Resistant Plants
21.9,7.4,Warm-Season Fruits and Vegetables
22.3,5.8,Medicinal Plants
24.3,6.8,Warm-Season Fruits and Vegetables
24.8,7.0,Warm-Season Fruits and Vegetables
27.5,6.7,Tropical and Wetland Plants
27.9,8.2,Drought-Resistant Plants
30.1,8.0,Drought-Resistant Plants
24.7,6.3,Legumes and Nitrogen-Fixers
26.0,6.1,Tropical and Wetland Plants
26.2,7.9,Herbs and Aromatic Plants
23.6,5.9,Medicinal Plants
24.0,6.3,Legumes and Nitrogen-Fixers
23.7,6.5,Warm-Season Fruits and Vegetables
29.3,6.8,Tropical and Wetland Plants
29.9,8.4,Drought-Resistant Plants
25.8,7.2,Herbs and Aromatic Plants
26.2,7.6,Herbs and Aromatic Plants
29.8,8.4,Drought-Resistant Plants
33.1,8.7,Drought-Resistant Plants
33.3,7.7,Drought-Resistant Plants
28.8,7.7,Herbs and Aromatic Plants
25.6,5.7,Medicinal Plants
22.4,5.5,Medicinal Plants
27.6,7.6,Herbs and Aromatic Plants
29.6,8.3,Drought-Resistant Plants
32.8,8.2,Drought-Resistant Plants
33.2,8.1,Drought-Resistant Plants
26.5,7.1,Herbs and Aromatic Plants
25.8,7.6,Herbs and Aromatic Plants
26.0,8.0,Herbs and Aromatic Plants
28.4,8.0,Herbs and Aromatic Plants
28.9,7.6,Herbs and Aromatic Plants
32.7,8.1,Drought-Resistant Plants
29.5,8.4,Drought-Resistant Plants
29.7,8.0,Herbs and Aromatic Plants
25.9,6.9,Tropical and Wetland Plants
24.8,6.0,Legumes and Nitrogen-Fixers
25.0,8.5,Drought-Resistant Plants
29.6,6.1,Tropical and Wetland Plants
27.6,6.8,Tropical and Wetland Plants
28.0,7.2,Herbs and Aromatic Plants
25.5,6.4,Tropical and Wetland Plants
24.6,6.4,Legumes and Nitrogen-Fixers
25.0,8.4,Drought-Resistant Plants
26.6,8.9,Drought-Resistant Plants
27.0,7.0,Herbs and Aromatic Plants
24.0,5.8,Medicinal Plants
24.3,5.7,Medicinal Plants
24.6,5.7,Medicinal Plants
27.0,8.2,Drought-Resistant Plants
27.4,6.4,Tropical and Wetland Plants
25.7,6.3,Tropical and Wetland Plants
25.9,6.6,Tropical and Wetland Plants
25.7,6.1,Tropical and Wetland Plants
26.2,7.0,Herbs and Aromatic Plants
26.6,8.0,Herbs and Aromatic Plants
29.7,8.3,Drought-Resistant Plants
29.8,6.2,Tropical and Wetland Plants
30.1,8.0,Drought-Resistant Plants
25.4,6.4,Tropical and Wetland Plants
25.9,7.8,Herbs and Aromatic Plants
24.8,7.2,Warm-Season Fruits and Vegetables
24.9,7.9,Herbs and Aromatic Plants
22.6,6.7,Warm-Season Fruits and Vegetables
22.9,5.7,Medicinal Plants
26.9,5.5,Medicinal Plants
27.2,7.0,Herbs and Aromatic Plants
29.5,6.4,Tropical and Wetland Plants
33.6,9.0,Drought-Resistant Plants
33.3,8.3,Drought-Resistant Plants
32.0,8.9,Drought-Resistant Plants
33.5,8.6,Drought-Resistant Plants
29.0,7.9,Herbs and Aromatic Plants
28.6,8.5,Drought-Resistant Plants
33.5,7.7,Drought-Resistant Plants
33.3,9.0,Drought-Resistant Plants
28.7,8.5,Drought-Resistant Plants
28.4,6.8,Tropical and Wetland Plants
33.2,8.1,Drought-Resistant Plants
34.3,8.6,Drought-Resistant Plants
33.4,8.3,Drought-Resistant Plants
33.7,8.6,Drought-Resistant Plants
33.5,7.7,Drought-Resistant Plants
22.8,5.7,Medicinal Plants
22.2,6.4,Legumes and Nitrogen-Fixers
30.0,7.9,Herbs and Aromatic Plants
33.1,7.9,Drought-Resistant Plants
27.2,7.3,Herbs and Aromatic Plants
33.0,7.6,Drought-Resistant Plants
33.5,9.0,Drought-Resistant Plants
33.1,8.4,Drought-Resistant Plants
31.3,8.2,Drought-Resistant Plants
33.4,8.6,Drought-Resistant Plants
33.4,8.4,Drought-Resistant Plants
33.1,8.3,Drought-Resistant Plants
29.3,6.4,Tropical and Wetland Plants
29.5,7.7,Herbs and Aromatic Plants
17.4,6.9,Legumes and Nitrogen-Fixers
16.6,6.5,Leafy Greens and Root Vegetables
18.6,7.1,Warm-Season Fruits and Vegetables
19.3,5.9,Leafy Greens and Root Vegetables
29.8,8.8,Drought-Resistant Plants
25.5,6.2,Tropical and Wetland Plants
26.0,8.4,Drought-Resistant Plants
33.0,8.1,Drought-Resistant Plants
30.0,8.4,Drought-Resistant Plants
29.8,6.3,Tropical and Wetland Plants
29.3,7.0,Herbs and Aromatic Plants
30.1,8.3,Drought-Resistant Plants
29.8,8.1,Drought-Resistant Plants
31.4,8.2,Drought-Resistant Plants
31.2,9.0,Drought-Resistant Plants
30.6,7.5,Drought-Resistant Plants
29.5,7.9,Herbs and Aromatic Plants
30.1,7.6,Drought-Resistant Plants
29.8,8.7,Drought-Resistant Plants
31.2,8.2,Drought-Resistant Plants
30.9,8.2,Drought-Resistant Plants
33.5,8.4,Drought-Resistant Plants
27.8,6.4,Tropical and Wetland Plants
28.1,8.7,Drought-Resistant Plants
27.4,5.5,Medicinal Plants
31.1,8.4,Drought-Resistant Plants
30.6,7.5,Drought-Resistant Plants
31.1,8.7,Drought-Resistant Plants
31.2,8.0,Drought-Resistant Plants
29.3,7.5,Herbs and Aromatic Plants
28.7,6.2,Tropical and Wetland Plants
28.6,7.3,Herbs and Aromatic Plants
30.9,8.3,Drought-Resistant Plants
31.2,8.2,Drought-Resistant Plants
30.0,8.8,Drought-Resistant Plants
29.3,6.8,Tropical and Wetland Plants
29.1,7.8,Herbs and Aromatic Plants
25.2,8.9,Drought-Resistant Plants
28.9,7.3,Herbs and Aromatic Plants
29.3,7.7,Herbs and Aromatic Plants
33.0,8.9,Drought-Resistant Plants
28.1,7.9,Herbs and Aromatic Plants
26.5,6.1,Tropical and Wetland Plants
26.9,8.4,Drought-Resistant Plants
26.8,7.8,Herbs and Aromatic Plants
27.3,8.8,Drought-Resistant Plants
27.1,7.0,Herbs and Aromatic Plants
28.7,7.8,Herbs and Aromatic Plants
26.3,5.9,Medicinal Plants
26.1,6.3,Tropical and Wetland Plants
26.0,6.2,Tropical and Wetland Plants
27.3,7.4,Herbs and Aromatic Plants
27.1,5.6,Medicinal Plants
20.9,7.9,Herbs and Aromatic Plants
20.6,6.4,Legumes and Nitrogen-Fixers
27.4,7.5,Herbs and Aromatic Plants
27.1,8.0,Herbs and Aromatic Plants
26.2,6.4,Tropical and Wetland Plants
14.9,7.0,Cool-Season Grains
14.5,4.5,Berries and Evergreens
19.2,5.7,Leafy Greens and Root Vegetables
26.0,6.4,Tropical and Wetland Plants
25.9,8.3,Drought-Resistant Plants
29.3,8.3,Drought-Resistant Plants
28.3,6.7,Tropical and Wetland Plants
28.1,7.4,Herbs and Aromatic Plants
27.9,6.5,Tropical and Wetland Plants
29.9,8.3,Drought-Resistant Plants
23.0,7.5,Warm-Season Fruits and Vegetables
30.0,6.4,Tropical and Wetland Plants
29.9,6.1,Tropical and Wetland Plants
31.1,8.9,Drought-Resistant Plants
32.4,8.4,Drought-Resistant Plants
32.1,7.7,Drought-Resistant Plants
27.6,6.5,Tropical and Wetland Plants
28.4,7.9,Herbs and Aromatic Plants
27.0,5.7,Medicinal Plants
27.3,7.4,Herbs and Aromatic Plants
33.9,8.0,Drought-Resistant Plants
34.4,7.8,Drought-Resistant Plants
34.6,7.7,Drought-Resistant Plants
34.4,7.7,Drought-Resistant Plants
32.7,7.8,Drought-Resistant Plants
32.5,8.3,Drought-Resistant Plants
34.5,7.5,Drought-Resistant Plants
34.7,8.9,Drought-Resistant Plants
19.8,5.5,Leafy Greens and Root Vegetables
20.1,7.7,Herbs and Aromatic Plants
24.7,7.8,Herbs and Aromatic Plants
25.3,6.0,Tropical and Wetland Plants
29.8,6.4,Tropical and Wetland Plants
25.9,8.5,Drought-Resistant Plants
17.8,6.7,Legumes and Nitrogen-Fixers
20.3,6.5,Warm-Season Fruits and Vegetables
20.0,7.4,Warm-Season Fruits and Vegetables
25.4,7.9,Herbs and Aromatic Plants
25.0,5.7,Medicinal Plants
24.9,6.1,Legumes and Nitrogen-Fixers
24.6,7.0,Warm-Season Fruits and Vegetables
27.2,8.9,Drought-Resistant Plants
27.6,6.7,Tropical and Wetland Plants
18.0,7.5,Warm-Season Fruits and Vegetables
20.0,5.9,Leafy Greens and Root Vegetables
28.0,6.1,Tropical and Wetland Plants
27.0,5.7,Medicinal Plants
22.0,7.9,Herbs and Aromatic Plants
28.0,6.7,Tropical and Wetland Plants
35.0,7.8,Drought-Resistant Plants
35.0,8.0,Drought-Resistant Plants
25.0,8.3,Drought-Resistant Plants
25.0,6.4,Tropical and Wetland Plants
32.0,8.1,Drought-Resistant Plants
23.0,5.8,Medicinal Plants
25.0,5.6,Medicinal Plants
25.0,8.2,Drought-Resistant Plants
26.0,7.0,Herbs and Aromatic Plants
26.0,6.9,Tropical and Wetland Plants
26.0,8.9,Drought-Resistant Plants
26.0,5.5,Medicinal Plants
25.0,5.6,Medicinal Plants
24.0,6.9,Warm-Season Fruits and Vegetables
25.0,7.2,Warm-Season Fruits and Vegetables
24.0,6.2,Legumes and Nitrogen-Fixers
24.0,7.3,Warm-Season Fruits and Vegetables
25.0,9.0,Drought-Resistant Plants
24.0,7.7,Herbs and Aromatic Plants
25.0,7.2,Warm-Season Fruits and Vegetables
23.5,6.8,Warm-Season Fruits and Vegetables
24.0,7.6,Herbs and Aromatic Plants
23.5,7.9,Herbs and Aromatic Plants
22.0,7.3,Warm-Season Fruits and Vegetables
24.0,6.1,Legumes and Nitrogen-Fixers
23.8,7.9,Herbs and Aromatic Plants
23.8,7.8,Herbs and Aromatic Plants
23.6,5.8,Medicinal Plants
24.8,5.5,Medicinal Plants
24.7,5.9,Medicinal Plants
24.4,5.9,Medicinal Plants
28.3,7.4,Herbs and Aromatic Plants
31.2,8.8,Drought-Resistant Plants
30.3,9.0,Drought-Resistant Plants
28.0,7.6,Herbs and Aromatic Plants
25.0,8.0,Herbs and Aromatic Plants
27.3,6.8,Tropical and Wetland Plants
30.0,7.2,Herbs and Aromatic Plants
29.0,6.9,Tropical and Wetland Plants
28.0,7.7,Herbs and Aromatic Plants
34.0,7.6,Drought-Resistant Plants
25.0,5.5,Medicinal Plants
25.0,6.1,Tropical and Wetland Plants
29.3,7.6,Herbs and Aromatic Plants
10.8,5.3,Berries and Evergreens
18.5,6.3,Leafy Greens and Root Vegetables
26.9,7.6,Herbs and Aromatic Plants
25.2,7.5,Herbs and Aromatic Plants
26.0,8.9,Drought-Resistant Plants
25.7,6.4,Tropical and Wetland Plants
27.5,8.5,Drought-Resistant Plants
28.7,8.5,Drought-Resistant Plants
14.1,6.9,Cool-Season Grains
12.7,5.4,Berries and Evergreens
12.9,6.0,Leafy Greens and Root Vegetables
12.5,5.5,Berries and Evergreens
12.6,5.1,Berries and Evergreens
11.8,5.4,Berries and Evergreens
11.8,5.2,Berries and Evergreens
12.4,4.8,Berries and Evergreens
11.5,4.7,Berries and Evergreens
11.6,4.7,Berries and Evergreens
13.3,5.3,Berries and Evergreens
13.3,6.2,Leafy Greens and Root Vegetables
11.8,7.0,Cool-Season Grains
10.1,5.2,Berries and Evergreens
10.1,5.5,Berries and Evergreens
10.9,5.3,Berries and Evergreens
9.8,6.4,Cool-Season Grains
11.6,5.8,Leafy Greens and Root Vegetables
10.4,5.3,Berries and Evergreens
10.1,6.7,Cool-Season Grains
10.2,4.7,Berries and Evergreens
10.2,5.2,Berries and Evergreens
11.5,7.0,Cool-Season Grains
10.9,4.7,Berries and Evergreens
9.7,6.4,Cool-Season Grains
12.7,4.7,Berries and Evergreens
12.6,5.5,Berries and Evergreens
12.5,5.8,Leafy Greens and Root Vegetables
13.1,6.3,Leafy Greens and Root Vegetables
12.3,6.0,Leafy Greens and Root Vegetables
13.6,4.6,Berries and Evergreens
14.3,5.3,Berries and Evergreens
13.9,5.7,Leafy Greens and Root Vegetables
15.0,4.9,Berries and Evergreens
14.0,5.9,Leafy Greens and Root Vegetables
15.0,7.1,Stone Fruits
14.0,4.8,Berries and Evergreens
15.0,5.7,Leafy Greens and Root Vegetables
14.0,5.8,Leafy Greens and Root Vegetables
14.0,5.5,Berries and Evergreens
15.0,4.9,Berries and Evergreens
14.0,5.4,Berries and Evergreens
14.0,6.4,Leafy Greens and Root Vegetables
14.0,5.6,Leafy Greens and Root Vegetables
14.0,4.8,Berries and Evergreens
14.0,5.7,Leafy Greens and Root Vegetables
14.5,5.8,Leafy Greens and Root Vegetables
14.0,6.0,Leafy Greens and Root Vegetables
13.0,6.2,Leafy Greens and Root Vegetables
13.0,5.8,Leafy Greens and Root Vegetables
11.5,5.1,Berries and Evergreens
11.0,6.2,Leafy Greens and Root Vegetables
11.0,6.9,Cool-Season Grains
10.5,4.9,Berries and Evergreens
10.5,5.3,Berries and Evergreens
12.0,6.8,Cool-Season Grains
11.0,4.6,Berries and Evergreens
11.5,6.7,Cool-Season Grains
12.0,5.2,Berries and Evergreens
11.0,5.6,Leafy Greens and Root Vegetables
11.0,6.3,Leafy Greens and Root Vegetables
10.5,6.0,Leafy Greens and Root Vegetables
10.0,4.6,Berries and Evergreens
10.5,6.6,Cool-Season Grains
10.0,5.8,Leafy Greens and Root Vegetables
9.0,6.6,Cool-Season Grains
9.0,6.9,Cool-Season Grains
8.0,6.4,Cool-Season Grains
9.5,6.8,Cool-Season Grains
11.0,5.2,Berries and Evergreens
8.0,7.0,Cool-Season Grains
8.0,6.2,Cool-Season Grains
11.0,6.8,Cool-Season Grains
14.0,5.2,Berries and Evergreens
14.0,4.7,Berries and Evergreens
13.0,6.6,Cool-Season Grains
13.0,6.5,Leafy Greens and Root Vegetables
11.0,5.3,Berries and Evergreens
11.0,4.9,Berries and Evergreens
14.0,5.2,Berries and Evergreens
13.0,6.2,Leafy Greens and Root Vegetables
14.0,5.1,Berries and Evergreens
14.0,6.7,Cool-Season Grains
10.2,5.4,Berries and Evergreens
10.4,5.3,Berries and Evergreens
12.4,6.8,Cool-Season Grains
16.0,7.4,Stone Fruits
13.0,4.9,Berries and Evergreens
11.7,5.6,Leafy Greens and Root Vegetables
11.0,4.6,Berries and Evergreens
18.6,5.9,Leafy Greens and Root Vegetables
10.7,5.0,Berries and Evergreens
10.0,5.8,Leafy Greens and Root Vegetables
10.0,5.2,Berries and Evergreens
10.0,5.7,Leafy Greens and Root Vegetables
8.0,6.3,Cool-Season Grains
10.0,5.3,Berries and Evergreens
10.0,4.6,Berries and Evergreens
9.0,6.2,Cool-Season Grains
12.0,6.3,Leafy Greens and Root Vegetables
11.0,5.8,Leafy Greens and Root Vegetables
13.0,6.4,Leafy Greens and Root Vegetables
13.0,6.5,Leafy Greens and Root Vegetables
14.0,6.2,Leafy Greens and Root Vegetables
13.0,6.9,Cool-Season Grains
13.0,6.2,Leafy Greens and Root Vegetables
11.0,5.1,Berries and Evergreens
11.7,6.9,Cool-Season Grains
15.7,7.1,Stone Fruits
11.1,7.0,Cool-Season Grains
10.6,5.5,Berries and Evergreens
17.8,6.7,Legumes and Nitrogen-Fixers
10.0,4.6,Berries and Evergreens
28.1,6.4,Tropical and Wetland Plants
29.6,7.7,Herbs and Aromatic Plants
11.7,6.4,Leafy Greens and Root Vegetables
9.2,6.2,Cool-Season Grains
13.4,6.8,Cool-Season Grains
12.0,5.0,Berries and Evergreens
15.0,7.5,Stone Fruits
14.8,5.4,Berries and Evergreens
10.4,6.7,Cool-Season Grains
14.0,6.1,Leafy Greens and Root Vegetables
13.0,6.4,Leafy Greens and Root Vegetables
26.2,7.6,Herbs and Aromatic Plants
24.7,7.0,Warm-Season Fruits and Vegetables
13.5,4.9,Berries and Evergreens
9.4,6.1,Cool-Season Grains
10.3,5.8,Leafy Greens and Root Vegetables
26.9,6.3,Tropical and Wetland Plants
15.9,6.3,Leafy Greens and Root Vegetables
16.5,5.9,Leafy Greens and Root Vegetables
29.4,6.0,Tropical and Wetland Plants
14.6,5.4,Berries and Evergreens
15.0,5.7,Leafy Greens and Root Vegetables
17.0,7.1,Stone Fruits
15.2,6.7,Legumes and Nitrogen-Fixers
25.7,7.9,Herbs and Aromatic Plants
25.2,9.0,Drought-Resistant Plants
25.4,6.2,Tropical and Wetland Plants
24.8,6.7,Warm-Season Fruits and Vegetables
22.6,5.8,Medicinal Plants
20.0,7.8,Herbs and Aromatic Plants
18.6,5.9,Leafy Greens and Root Vegetables
17.9,5.8,Leafy Greens and Root Vegetables
12.2,6.0,Leafy Greens and Root Vegetables
14.2,5.2,Berries and Evergreens
22.6,7.7,Herbs and Aromatic Plants
25.3,7.3,Herbs and Aromatic Plants
12.2,4.8,Berries and Evergreens
25.2,7.6,Herbs and Aromatic Plants
12.5,5.7,Leafy Greens and Root Vegetables
14.1,7.0,Cool-Season Grains
13.0,5.0,Berries and Evergreens
27.5,8.6,Drought-Resistant Plants
11.5,6.2,Leafy Greens and Root Vegetables
29.4,7.1,Herbs and Aromatic Plants
16.7,7.2,Stone Fruits
16.3,6.7,Legumes and Nitrogen-Fixers
16.9,6.1,Leafy Greens and Root Vegetables
25.1,5.7,Medicinal Plants
25.8,8.8,Drought-Resistant Plants
24.2,7.2,Warm-Season Fruits and Vegetables
10.4,6.3,Leafy Greens and Root Vegetables
13.4,5.5,Berries and Evergreens
18.0,5.8,Leafy Greens and Root Vegetables
29.7,7.2,Herbs and Aromatic Plants
17.1,7.5,Stone Fruits
14.1,5.8,Leafy Greens and Root Vegetables
10.7,5.4,Berries and Evergreens
11.0,4.6,Berries and Evergreens
11.2,6.3,Leafy Greens and Root Vegetables
11.6,4.7,Berries and Evergreens
10.4,6.6,Cool-Season Grains
9.2,6.9,Cool-Season Grains
11.8,5.4,Berries and Evergreens
10.1,6.1,Leafy Greens and Root Vegetables
11.9,6.4,Leafy Greens and Root Vegetables
20.7,6.3,Legumes and Nitrogen-Fixers
23.5,7.0,Warm-Season Fruits and Vegetables
23.2,5.7,Medicinal Plants
14.6,6.6,Cool-Season Grains
14.6,4.7,Berries and Evergreens
15.0,5.9,Leafy Greens and Root Vegetables
17.1,7.2,Stone Fruits
14.2,6.8,Cool-Season Grains
17.7,6.7,Legumes and Nitrogen-Fixers
16.2,5.8,Leafy Greens and Root Vegetables
15.0,4.6,Berries and Evergreens
15.0,7.0,Cool-Season Grains
19.8,6.8,Warm-Season Fruits and Vegetables
12.7,6.1,Leafy Greens and Root Vegetables
12.8,6.9,Cool-Season Grains
11.4,6.2,Leafy Greens and Root Vegetables
11.8,5.1,Berries and Evergreens
10.7,6.6,Cool-Season Grains
11.0,6.5,Leafy Greens and Root Vegetables
8.1,6.4,Cool-Season Grains
11.3,6.7,Cool-Season Grains
11.2,5.1,Berries and Evergreens
11.3,5.8,Leafy Greens and Root Vegetables
10.8,5.0,Berries and Evergreens
10.9,6.2,Leafy Greens and Root Vegetables
11.2,7.0,Cool-Season Grains
11.0,5.0,Berries and Evergreens
12.2,5.3,Berries and Evergreens
14.9,6.6,Cool-Season Grains
12.8,5.0,Berries and Evergreens
11.8,5.6,Leafy Greens and Root Vegetables
8.2,6.9,Cool-Season Grains
8.8,6.9,Cool-Season Grains
10.2,4.5,Berries and Evergreens
10.7,6.7,Cool-Season Grains
12.4,4.8,Berries and Evergreens
11.7,5.4,Berries and Evergreens
22.2,6.7,Warm-Season Fruits and Vegetables
21.3,6.3,Legumes and Nitrogen-Fixers
18.1,6.3,Leafy Greens and Root Vegetables
22.7,6.1,Legumes and Nitrogen-Fixers
19.6,6.0,Leafy Greens and Root Vegetables
14.4,5.6,Leafy Greens and Root Vegetables
14.6,5.7,Leafy Greens and Root Vegetables
17.0,5.8,Leafy Greens and Root Vegetables
15.3,6.6,Legumes and Nitrogen-Fixers
10.3,6.6,Cool-Season Grains
18.9,6.9,Warm-Season Fruits and Vegetables
19.2,5.5,Leafy Greens and Root Vegetables
18.9,6.2,Leafy Greens and Root Vegetables
20.2,7.9,Herbs and Aromatic Plants
18.2,6.7,Warm-Season Fruits and Vegetables
22.5,6.9,Warm-Season Fruits and Vegetables
26.5,6.4,Tropical and Wetland Plants
